Image Path,Text on Page
C:\Users\valak\Desktop\thesis\images\page_385_image_1.png,"This individual fell from a subway platform onto the third rail and sustained these electrical burns. Electrical burn on the hand of this individual who reached into a ceiling and grabbed a live wire. He was standing on an aluminum ladder wearing shorts. His leg contacting the ladder completed the circuit through his heart, producing a fatal arrhythmia."
C:\Users\valak\Desktop\thesis\images\page_385_image_2.png,"This individual fell from a subway platform onto the third rail and sustained these electrical burns. Electrical burn on the hand of this individual who reached into a ceiling and grabbed a live wire. He was standing on an aluminum ladder wearing shorts. His leg contacting the ladder completed the circuit through his heart, producing a fatal arrhythmia."
C:\Users\valak\Desktop\thesis\images\page_385_image_3.png,"This individual fell from a subway platform onto the third rail and sustained these electrical burns. Electrical burn on the hand of this individual who reached into a ceiling and grabbed a live wire. He was standing on an aluminum ladder wearing shorts. His leg contacting the ladder completed the circuit through his heart, producing a fatal arrhythmia."
C:\Users\valak\Desktop\thesis\images\page_385_image_4.png,"This individual fell from a subway platform onto the third rail and sustained these electrical burns. Electrical burn on the hand of this individual who reached into a ceiling and grabbed a live wire. He was standing on an aluminum ladder wearing shorts. His leg contacting the ladder completed the circuit through his heart, producing a fatal arrhythmia."
C:\Users\valak\Desktop\thesis\images\page_386_image_1.png,"This individual was found lying next to an electrified subway rail with his pants down, and an electrical burn to his penis. He was lying in a puddle of urine and was markedly intoxicated at the time of his death. These are examples of second- to third-degree electrical burns caused by inadvertently contacting live wires at construction sites. These individuals died as a result of a fatal cardiac arrhythmia. They fell to the ground lifeless within about 15 to 20 seconds after contact."
C:\Users\valak\Desktop\thesis\images\page_386_image_2.png,"This individual was found lying next to an electrified subway rail with his pants down, and an electrical burn to his penis. He was lying in a puddle of urine and was markedly intoxicated at the time of his death. These are examples of second- to third-degree electrical burns caused by inadvertently contacting live wires at construction sites. These individuals died as a result of a fatal cardiac arrhythmia. They fell to the ground lifeless within about 15 to 20 seconds after contact."
C:\Users\valak\Desktop\thesis\images\page_386_image_3.png,"This individual was found lying next to an electrified subway rail with his pants down, and an electrical burn to his penis. He was lying in a puddle of urine and was markedly intoxicated at the time of his death. These are examples of second- to third-degree electrical burns caused by inadvertently contacting live wires at construction sites. These individuals died as a result of a fatal cardiac arrhythmia. They fell to the ground lifeless within about 15 to 20 seconds after contact."
C:\Users\valak\Desktop\thesis\images\page_387_image_1.png,These individuals died of heart disease while taking a bath. These are examples of second- to third-degree postmortem burns due to being submerged in warm to hot water. Postmortem burns occur with less heat than antemortem burns. Note the red discoloration with skin slippage and a sharply demarcated border defining the submerged and unsubmerged areas. To help the viewer distinguish between these regions we placed a line adjacent to this demarcation. Individuals who drown in bathtubs have some contributing factor dictating why they could not keep their head above the water. They maybe neurologically compromised or intoxicated. People with seizures may accidentally drown.
C:\Users\valak\Desktop\thesis\images\page_387_image_2.png,These individuals died of heart disease while taking a bath. These are examples of second- to third-degree postmortem burns due to being submerged in warm to hot water. Postmortem burns occur with less heat than antemortem burns. Note the red discoloration with skin slippage and a sharply demarcated border defining the submerged and unsubmerged areas. To help the viewer distinguish between these regions we placed a line adjacent to this demarcation. Individuals who drown in bathtubs have some contributing factor dictating why they could not keep their head above the water. They maybe neurologically compromised or intoxicated. People with seizures may accidentally drown.
C:\Users\valak\Desktop\thesis\images\page_387_image_3.png,These individuals died of heart disease while taking a bath. These are examples of second- to third-degree postmortem burns due to being submerged in warm to hot water. Postmortem burns occur with less heat than antemortem burns. Note the red discoloration with skin slippage and a sharply demarcated border defining the submerged and unsubmerged areas. To help the viewer distinguish between these regions we placed a line adjacent to this demarcation. Individuals who drown in bathtubs have some contributing factor dictating why they could not keep their head above the water. They maybe neurologically compromised or intoxicated. People with seizures may accidentally drown.
C:\Users\valak\Desktop\thesis\images\page_387_image_4.png,These individuals died of heart disease while taking a bath. These are examples of second- to third-degree postmortem burns due to being submerged in warm to hot water. Postmortem burns occur with less heat than antemortem burns. Note the red discoloration with skin slippage and a sharply demarcated border defining the submerged and unsubmerged areas. To help the viewer distinguish between these regions we placed a line adjacent to this demarcation. Individuals who drown in bathtubs have some contributing factor dictating why they could not keep their head above the water. They maybe neurologically compromised or intoxicated. People with seizures may accidentally drown.
